"id","target","creator","description"
"https://geoconnex.us/ref/hu04/0101","https://reference.geoconnex.us/collections/hu04/items/0101","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0102","https://reference.geoconnex.us/collections/hu04/items/0102","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0103","https://reference.geoconnex.us/collections/hu04/items/0103","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0104","https://reference.geoconnex.us/collections/hu04/items/0104","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0105","https://reference.geoconnex.us/collections/hu04/items/0105","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0106","https://reference.geoconnex.us/collections/hu04/items/0106","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0107","https://reference.geoconnex.us/collections/hu04/items/0107","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0108","https://reference.geoconnex.us/collections/hu04/items/0108","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0109","https://reference.geoconnex.us/collections/hu04/items/0109","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0110","https://reference.geoconnex.us/collections/hu04/items/0110","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0202","https://reference.geoconnex.us/collections/hu04/items/0202","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0203","https://reference.geoconnex.us/collections/hu04/items/0203","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0204","https://reference.geoconnex.us/collections/hu04/items/0204","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0205","https://reference.geoconnex.us/collections/hu04/items/0205","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0206","https://reference.geoconnex.us/collections/hu04/items/0206","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0207","https://reference.geoconnex.us/collections/hu04/items/0207","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0208","https://reference.geoconnex.us/collections/hu04/items/0208","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0301","https://reference.geoconnex.us/collections/hu04/items/0301","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0302","https://reference.geoconnex.us/collections/hu04/items/0302","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0303","https://reference.geoconnex.us/collections/hu04/items/0303","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0304","https://reference.geoconnex.us/collections/hu04/items/0304","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0305","https://reference.geoconnex.us/collections/hu04/items/0305","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0306","https://reference.geoconnex.us/collections/hu04/items/0306","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0307","https://reference.geoconnex.us/collections/hu04/items/0307","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0308","https://reference.geoconnex.us/collections/hu04/items/0308","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0309","https://reference.geoconnex.us/collections/hu04/items/0309","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0310","https://reference.geoconnex.us/collections/hu04/items/0310","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0311","https://reference.geoconnex.us/collections/hu04/items/0311","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0312","https://reference.geoconnex.us/collections/hu04/items/0312","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0313","https://reference.geoconnex.us/collections/hu04/items/0313","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0314","https://reference.geoconnex.us/collections/hu04/items/0314","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0315","https://reference.geoconnex.us/collections/hu04/items/0315","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0316","https://reference.geoconnex.us/collections/hu04/items/0316","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0317","https://reference.geoconnex.us/collections/hu04/items/0317","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0318","https://reference.geoconnex.us/collections/hu04/items/0318","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0401","https://reference.geoconnex.us/collections/hu04/items/0401","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0402","https://reference.geoconnex.us/collections/hu04/items/0402","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0403","https://reference.geoconnex.us/collections/hu04/items/0403","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0404","https://reference.geoconnex.us/collections/hu04/items/0404","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0405","https://reference.geoconnex.us/collections/hu04/items/0405","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0406","https://reference.geoconnex.us/collections/hu04/items/0406","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0407","https://reference.geoconnex.us/collections/hu04/items/0407","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0408","https://reference.geoconnex.us/collections/hu04/items/0408","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
"https://geoconnex.us/ref/hu04/0409","https://reference.geoconnex.us/collections/hu04/items/0409","internetofwater@lincolninst.edu","US Reference Hydrologic Subregions"
