id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/CRWA/35CS,http://selfie.cuahsi.org/CRWA/35CS,acastronova@cuahsi.org,Central Street Bridge  Milford,42.139199,-71.51228,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/35CS?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/59CS,http://selfie.cuahsi.org/CRWA/59CS,acastronova@cuahsi.org,Mellen St. Bridge  Bellingham/Milford/Hopedale,42.116923,-71.501344,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/59CS?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/90CS,http://selfie.cuahsi.org/CRWA/90CS,acastronova@cuahsi.org,Rt. 126  N. Main St.  Bellingham,42.094287,-71.475867,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/90CS?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/130S,http://selfie.cuahsi.org/CRWA/130S,acastronova@cuahsi.org,Maple St. Bridge  Bellingham,42.11956,-71.453415,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/130S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/165S,http://selfie.cuahsi.org/CRWA/165S,acastronova@cuahsi.org,Shaw St./Elm St. Bridge  Franklin/Medway,42.136518,-71.418506,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/165S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/199S,http://selfie.cuahsi.org/CRWA/199S,acastronova@cuahsi.org,Populatic Pond Boat Launch  Norfolk,42.13114,-71.376904,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/199S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/229S,http://selfie.cuahsi.org/CRWA/229S,acastronova@cuahsi.org,Rt. 115  Baltimore St.  Millis,42.143281,-71.349279,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/229S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/267S,http://selfie.cuahsi.org/CRWA/267S,acastronova@cuahsi.org,Dwight St. Bridge  Millis/Medfield,42.173484,-71.32317,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/267S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/269T,http://selfie.cuahsi.org/CRWA/269T,acastronova@cuahsi.org,Causeway St./Stop River  Medfield,42.17238,-71.317124,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/269T?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/290S,http://selfie.cuahsi.org/CRWA/290S,acastronova@cuahsi.org,West St./Dover Rd.  Millis/Medfield,42.188829,-71.33326,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/290S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/318S,http://selfie.cuahsi.org/CRWA/318S,acastronova@cuahsi.org,Rt. 27 Bridge  Medfield /Sherborn,42.210004,-71.351764,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/318S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/343S,http://selfie.cuahsi.org/CRWA/343S,acastronova@cuahsi.org,Farm Rd./Bridge St.  Sherborn/Dover,42.232631,-71.330269,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/343S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/387S,http://selfie.cuahsi.org/CRWA/387S,acastronova@cuahsi.org,Elm Bank/Cheney Dr. Bridge  Wellesley/Dover,42.27579,-71.309565,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/387S?f=${C:f:1}
https://geoconnex.us/cuahsi/his/CRWA/400S,http://selfie.cuahsi.org/CRWA/400S,acastronova@cuahsi.org,Charles River Road Bridge  Dover/Needham,42.269339,-71.299854,QueryString,f?=.*,http://selfie.cuahsi.org/CRWA/400S?f=${C:f:1}
