id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/MAAERI/site1,http://selfie.cuahsi.org/MAAERI/site1,acastronova@cuahsi.org,siteone,49.34919,103.49548,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site2,http://selfie.cuahsi.org/MAAERI/site2,acastronova@cuahsi.org,sitetwo,49.409148,103.641638,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site3,http://selfie.cuahsi.org/MAAERI/site3,acastronova@cuahsi.org,sitethree,49.42759,103.50722,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site3?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site4,http://selfie.cuahsi.org/MAAERI/site4,acastronova@cuahsi.org,sitefour,49.43263,103.43066,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site4?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site5,http://selfie.cuahsi.org/MAAERI/site5,acastronova@cuahsi.org,sitefive,49.43301,103.48419,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site5?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site6,http://selfie.cuahsi.org/MAAERI/site6,acastronova@cuahsi.org,sitesix,49.43354,103.56206,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site6?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site7,http://selfie.cuahsi.org/MAAERI/site7,acastronova@cuahsi.org,siteseven,49.45815,103.35454,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site7?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site8,http://selfie.cuahsi.org/MAAERI/site8,acastronova@cuahsi.org,siteeight,49.5336,103.27757,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site8?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site9,http://selfie.cuahsi.org/MAAERI/site9,acastronova@cuahsi.org,sitenine,50.38518,101.91135,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site9?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site10,http://selfie.cuahsi.org/MAAERI/site10,acastronova@cuahsi.org,siteten,50.27417,101.87576,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site10?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site11,http://selfie.cuahsi.org/MAAERI/site11,acastronova@cuahsi.org,siteeleven,50.27814,101.94685,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site11?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site12,http://selfie.cuahsi.org/MAAERI/site12,acastronova@cuahsi.org,sitetwelve,50.27419,101.95,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site12?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site16,http://selfie.cuahsi.org/MAAERI/site16,acastronova@cuahsi.org,sitesixteen,50.33098,101.86793,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site16?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site17,http://selfie.cuahsi.org/MAAERI/site17,acastronova@cuahsi.org,siteseventeen,50.25491,102.00417,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site17?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site18,http://selfie.cuahsi.org/MAAERI/site18,acastronova@cuahsi.org,siteeighteen,50.27908,101.94891,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site18?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site13,http://selfie.cuahsi.org/MAAERI/site13,acastronova@cuahsi.org,sitethirteen,51.30601,100.78273,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site13?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site14,http://selfie.cuahsi.org/MAAERI/site14,acastronova@cuahsi.org,sitefourteen,50.93381,100.25793,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site14?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site15,http://selfie.cuahsi.org/MAAERI/site15,acastronova@cuahsi.org,sitefifteen,50.45192,100.17799,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site15?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site25,http://selfie.cuahsi.org/MAAERI/site25,acastronova@cuahsi.org,sitetwentyfive_buoy_stage_minus_3m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site25?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site26,http://selfie.cuahsi.org/MAAERI/site26,acastronova@cuahsi.org,sitetwentysix_buoy_stage_minus_6m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site26?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site27,http://selfie.cuahsi.org/MAAERI/site27,acastronova@cuahsi.org,sitetwentyseven_buoy_stage_minus_25m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site27?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site28,http://selfie.cuahsi.org/MAAERI/site28,acastronova@cuahsi.org,sitetwentyeight_buoy_stage_minus_45m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site28?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site30,http://selfie.cuahsi.org/MAAERI/site30,acastronova@cuahsi.org,sitethirty_buoy_stage_minus_9m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site30?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site31,http://selfie.cuahsi.org/MAAERI/site31,acastronova@cuahsi.org,sitethirtyone_buoy_stage_minus_12m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site31?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site32,http://selfie.cuahsi.org/MAAERI/site32,acastronova@cuahsi.org,sitethirtytwo_buoy_stage_minus_15m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site32?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MAAERI/site33,http://selfie.cuahsi.org/MAAERI/site33,acastronova@cuahsi.org,sitethirtythree_buoy_stage_minus_17.5m,50.64294,100.2363,QueryString,f?=.*,http://selfie.cuahsi.org/MAAERI/site33?f=${C:f:1}
