id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/czo_ariz/Met1,http://selfie.cuahsi.org/czo_ariz/Met1,acastronova@cuahsi.org,Mixed conifer ZOB met station SE,35.882333,-106.534417,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/Met1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/Tower_Vcm,http://selfie.cuahsi.org/czo_ariz/Tower_Vcm,acastronova@cuahsi.org,Valles Caldera Mixed Conifer Flux Tower,35.889161,-106.532212,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/Tower_Vcm?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/Tower_Vcp,http://selfie.cuahsi.org/czo_ariz/Tower_Vcp,acastronova@cuahsi.org,Valles Caldera Ponderosa Pine Flux Tower,35.864716,-106.596101,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/Tower_Vcp?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/Met2,http://selfie.cuahsi.org/czo_ariz/Met2,acastronova@cuahsi.org,Mixed conifer ZOB met station SW,35.883447,-106.536258,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/Met2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/Burn_Met_Up,http://selfie.cuahsi.org/czo_ariz/Burn_Met_Up,acastronova@cuahsi.org,Burned ZOB upper met station,35.847847,-106.449911,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/Burn_Met_Up?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/Burn_Met_Low,http://selfie.cuahsi.org/czo_ariz/Burn_Met_Low,acastronova@cuahsi.org,Burned ZOB lower met station,35.851455,-106.449722,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/Burn_Met_Low?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_LJ,http://selfie.cuahsi.org/czo_ariz/FLUME_LJ,acastronova@cuahsi.org,Lower Jaramillo Creek,35.8929,-106.4958,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_LJ?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_LR,http://selfie.cuahsi.org/czo_ariz/FLUME_LR,acastronova@cuahsi.org,Lower Redondo Creek,35.8663,-106.5978,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_LR?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_LLJ,http://selfie.cuahsi.org/czo_ariz/FLUME_LLJ,acastronova@cuahsi.org,Lower La Jara Creek,35.8667,-106.5215,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_LLJ?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_HG,http://selfie.cuahsi.org/czo_ariz/FLUME_HG,acastronova@cuahsi.org,History Grove,35.8759,-106.5125,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_HG?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_RM,http://selfie.cuahsi.org/czo_ariz/FLUME_RM,acastronova@cuahsi.org,Redondo Meadow,35.8546,-106.5941,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_RM?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_UR,http://selfie.cuahsi.org/czo_ariz/FLUME_UR,acastronova@cuahsi.org,Upper Redondo Creek,35.8929,-106.5766,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_UR?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_UJ,http://selfie.cuahsi.org/czo_ariz/FLUME_UJ,acastronova@cuahsi.org,Upper Jaramillo Creek,35.9092,-106.5304,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_UJ?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_MCZOB,http://selfie.cuahsi.org/czo_ariz/FLUME_MCZOB,acastronova@cuahsi.org,MC ZOB Flume,35.88083,-106.53575,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_MCZOB?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_ariz/FLUME_ULJ,http://selfie.cuahsi.org/czo_ariz/FLUME_ULJ,acastronova@cuahsi.org,Upper La Jara Creek,35.870333,-106.527312,QueryString,f?=.*,http://selfie.cuahsi.org/czo_ariz/FLUME_ULJ?f=${C:f:1}
