id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/MWRA/36,http://selfie.cuahsi.org/MWRA/36,acastronova@cuahsi.org,Carson Beach 036,42.327564,-71.045702,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/36?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/48,http://selfie.cuahsi.org/MWRA/48,acastronova@cuahsi.org,Moon Is. 048,42.30954,-70.98974,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/48?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/38,http://selfie.cuahsi.org/MWRA/38,acastronova@cuahsi.org,N. Dorchester Bay 038,42.322741,-71.022699,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/38?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/54,http://selfie.cuahsi.org/MWRA/54,acastronova@cuahsi.org,Neponset River 054,42.27691,-71.054621,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/54?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/42,http://selfie.cuahsi.org/MWRA/42,acastronova@cuahsi.org,Neponset River 042,42.27075,-71.055136,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/42?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/41,http://selfie.cuahsi.org/MWRA/41,acastronova@cuahsi.org,Commercial Point 041,42.301764,-71.042934,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/41?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/40,http://selfie.cuahsi.org/MWRA/40,acastronova@cuahsi.org,Malibu Bay 040,42.305827,-71.051174,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/40?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/39,http://selfie.cuahsi.org/MWRA/39,acastronova@cuahsi.org,Columbia Point 039,42.307858,-71.040359,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/39?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/33,http://selfie.cuahsi.org/MWRA/33,acastronova@cuahsi.org,Carson Beach 033,42.328579,-71.034093,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/33?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/14,http://selfie.cuahsi.org/MWRA/14,acastronova@cuahsi.org,Upper inner harbor 014,42.370223,-71.050659,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/14?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/15,http://selfie.cuahsi.org/MWRA/15,acastronova@cuahsi.org,Upper inner harbor 015,42.382904,-71.045852,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/15?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/19,http://selfie.cuahsi.org/MWRA/19,acastronova@cuahsi.org,Fort Point Channel 019,42.359062,-71.045509,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/19?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/22,http://selfie.cuahsi.org/MWRA/22,acastronova@cuahsi.org,Reserved Channel 022,42.342855,-71.026969,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/22?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/24,http://selfie.cuahsi.org/MWRA/24,acastronova@cuahsi.org,Inner harbor mouth 024,42.345456,-71.009288,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/24?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/44,http://selfie.cuahsi.org/MWRA/44,acastronova@cuahsi.org,N. Dorchester Bay 044,42.332577,-71.004224,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/44?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/47,http://selfie.cuahsi.org/MWRA/47,acastronova@cuahsi.org,Quincy Bay 047,42.277891,-71.004396,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/47?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/50,http://selfie.cuahsi.org/MWRA/50,acastronova@cuahsi.org,Outer Harbor 050,42.33686,-70.898824,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/50?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/18,http://selfie.cuahsi.org/MWRA/18,acastronova@cuahsi.org,Fort Point Channel 018,42.350416,-71.052356,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/18?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/65,http://selfie.cuahsi.org/MWRA/65,acastronova@cuahsi.org,Outer Harbor 065,42.339132,-70.983176,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/65?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/27,http://selfie.cuahsi.org/MWRA/27,acastronova@cuahsi.org,Chelsea Creek 027,42.384509,-71.032357,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/27?f=${C:f:1}
https://geoconnex.us/cuahsi/his/MWRA/52,http://selfie.cuahsi.org/MWRA/52,acastronova@cuahsi.org,Mystic mouth 052,42.395096,-71.075787,QueryString,f?=.*,http://selfie.cuahsi.org/MWRA/52?f=${C:f:1}
