id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH1,http://selfie.cuahsi.org/czo_psu/CZO_RTH1,acastronova@cuahsi.org,CZO RTH 1,40.6658173,-77.9040146,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH2_1,http://selfie.cuahsi.org/czo_psu/CZO_RTH2_1,acastronova@cuahsi.org,CZO RTH 2 SM1,40.66522,-77.90315,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH2_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH2_2,http://selfie.cuahsi.org/czo_psu/CZO_RTH2_2,acastronova@cuahsi.org,CZO RTH 2 SM2,40.66522,-77.90315,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH2_2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH2_3,http://selfie.cuahsi.org/czo_psu/CZO_RTH2_3,acastronova@cuahsi.org,CZO RTH 2 SM3,40.66522,-77.90315,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH2_3?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH3_1,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_1,acastronova@cuahsi.org,CZO RTH 3 SM1,40.6645164,-77.90552,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH3_2,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_2,acastronova@cuahsi.org,CZO RTH 3 SM2,40.6645164,-77.90552,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH3_3,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_3,acastronova@cuahsi.org,CZO RTH 3 SM3,40.6645164,-77.90552,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_3?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH3_4,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_4,acastronova@cuahsi.org,CZO RTH 3 Well 1,40.6645164,-77.90552,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_4?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH3_5,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_5,acastronova@cuahsi.org,CZO RTH 3 Well 2,40.6645164,-77.90552,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_5?f=${C:f:1}
https://geoconnex.us/cuahsi/his/czo_psu/CZO_RTH3_6,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_6,acastronova@cuahsi.org,CZO RTH 3 Well 3,40.6645164,-77.90552,QueryString,f?=.*,http://selfie.cuahsi.org/czo_psu/CZO_RTH3_6?f=${C:f:1}
