id,target,creator,description
https://geoconnex.us/mtdnrc/gages/40A10000,https://features.internetofwater.dev/collections/mt/gages/items/40A10000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A1500,https://features.internetofwater.dev/collections/mt/gages/items/40A1500,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A2000,https://features.internetofwater.dev/collections/mt/gages/items/40A2000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A3000,https://features.internetofwater.dev/collections/mt/gages/items/40A3000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A4080,https://features.internetofwater.dev/collections/mt/gages/items/40A4080,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A5000,https://features.internetofwater.dev/collections/mt/gages/items/40A5000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A7000,https://features.internetofwater.dev/collections/mt/gages/items/40A7000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A8080,https://features.internetofwater.dev/collections/mt/gages/items/40A8080,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A8100,https://features.internetofwater.dev/collections/mt/gages/items/40A8100,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40A9000,https://features.internetofwater.dev/collections/mt/gages/items/40A9000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40B06000,https://features.internetofwater.dev/collections/mt/gages/items/40B06000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40F00900,https://features.internetofwater.dev/collections/mt/gages/items/40F00900,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40F01100,https://features.internetofwater.dev/collections/mt/gages/items/40F01100,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40F01700,https://features.internetofwater.dev/collections/mt/gages/items/40F01700,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40F01800,https://features.internetofwater.dev/collections/mt/gages/items/40F01800,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40F01900,https://features.internetofwater.dev/collections/mt/gages/items/40F01900,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40I10000,https://features.internetofwater.dev/collections/mt/gages/items/40I10000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40J08900,https://features.internetofwater.dev/collections/mt/gages/items/40J08900,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40J09000,https://features.internetofwater.dev/collections/mt/gages/items/40J09000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40J09100,https://features.internetofwater.dev/collections/mt/gages/items/40J09100,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40L-10050013,https://features.internetofwater.dev/collections/mt/gages/items/40L-10050013,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/40R05000,https://features.internetofwater.dev/collections/mt/gages/items/40R05000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A02000,https://features.internetofwater.dev/collections/mt/gages/items/41A02000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A03000,https://features.internetofwater.dev/collections/mt/gages/items/41A03000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A04000,https://features.internetofwater.dev/collections/mt/gages/items/41A04000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A04001,https://features.internetofwater.dev/collections/mt/gages/items/41A04001,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A04500,https://features.internetofwater.dev/collections/mt/gages/items/41A04500,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A05001,https://features.internetofwater.dev/collections/mt/gages/items/41A05001,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A06000,https://features.internetofwater.dev/collections/mt/gages/items/41A06000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A07000,https://features.internetofwater.dev/collections/mt/gages/items/41A07000,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A07001,https://features.internetofwater.dev/collections/mt/gages/items/41A07001,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A08900,https://features.internetofwater.dev/collections/mt/gages/items/41A08900,ewiggans@lincolninst.edu,montana state gages
https://geoconnex.us/mtdnrc/gages/41A10000,https://features.internetofwater.dev/collections/mt/gages/items/41A10000,ewiggans@lincolninst.edu,montana state gages
