id,target,creator,description
https://geoconnex.us/nednr/gages/00001000,https://features.internetofwater.dev/collections/ne/gages/items/00001000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00002000,https://features.internetofwater.dev/collections/ne/gages/items/00002000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00002692,https://features.internetofwater.dev/collections/ne/gages/items/00002692,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00002696,https://features.internetofwater.dev/collections/ne/gages/items/00002696,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00003000,https://features.internetofwater.dev/collections/ne/gages/items/00003000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00007000,https://features.internetofwater.dev/collections/ne/gages/items/00007000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00009000,https://features.internetofwater.dev/collections/ne/gages/items/00009000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00010000,https://features.internetofwater.dev/collections/ne/gages/items/00010000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00013000,https://features.internetofwater.dev/collections/ne/gages/items/00013000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00016000,https://features.internetofwater.dev/collections/ne/gages/items/00016000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00017200,https://features.internetofwater.dev/collections/ne/gages/items/00017200,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00019000,https://features.internetofwater.dev/collections/ne/gages/items/00019000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00019500,https://features.internetofwater.dev/collections/ne/gages/items/00019500,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00019800,https://features.internetofwater.dev/collections/ne/gages/items/00019800,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00021000,https://features.internetofwater.dev/collections/ne/gages/items/00021000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00022000,https://features.internetofwater.dev/collections/ne/gages/items/00022000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00024000,https://features.internetofwater.dev/collections/ne/gages/items/00024000,ewiggans@lincolninst.edu,nebraska state gages
https://geoconnex.us/nednr/gages/00027000,https://features.internetofwater.dev/collections/ne/gages/items/00027000,ewiggans@lincolninst.edu,nebraska state gages
