id,target,creator,description
https://geoconnex.us/ndwr/gages/021N30E1910ACDC1,https://features.internetofwater.dev/collections/nv/gages/items/021N30E1910ACDC1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N31E1808ACCB1,https://features.internetofwater.dev/collections/nv/gages/items/021N31E1808ACCB1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N31E1808BDDA1,https://features.internetofwater.dev/collections/nv/gages/items/021N31E1808BDDA1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N31E1815DCCC1,https://features.internetofwater.dev/collections/nv/gages/items/021N31E1815DCCC1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N31E1818AACA1,https://features.internetofwater.dev/collections/nv/gages/items/021N31E1818AACA1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N31E1931DCDD1,https://features.internetofwater.dev/collections/nv/gages/items/021N31E1931DCDD1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N32E1724BABA1,https://features.internetofwater.dev/collections/nv/gages/items/021N32E1724BABA1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N34E2113AACB2,https://features.internetofwater.dev/collections/nv/gages/items/021N34E2113AACB2,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/021N34E2219DDCD1,https://features.internetofwater.dev/collections/nv/gages/items/021N34E2219DDCD1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/028N33E2903CCDC1,https://features.internetofwater.dev/collections/nv/gages/items/028N33E2903CCDC1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/028N33E2905BCAB1,https://features.internetofwater.dev/collections/nv/gages/items/028N33E2905BCAB1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/028N33E2905BCDA1,https://features.internetofwater.dev/collections/nv/gages/items/028N33E2905BCDA1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/028N34E2901DDCC1,https://features.internetofwater.dev/collections/nv/gages/items/028N34E2901DDCC1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/028N34E2933BBAC1,https://features.internetofwater.dev/collections/nv/gages/items/028N34E2933BBAC1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/028N41E2817AADD1,https://features.internetofwater.dev/collections/nv/gages/items/028N41E2817AADD1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/030AN44E3411DCDD1,https://features.internetofwater.dev/collections/nv/gages/items/030AN44E3411DCDD1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/030AN44E3411DDCB1,https://features.internetofwater.dev/collections/nv/gages/items/030AN44E3411DDCB1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/030AN44E3411DDDB1,https://features.internetofwater.dev/collections/nv/gages/items/030AN44E3411DDDB1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/030AN44E3411DDDB2,https://features.internetofwater.dev/collections/nv/gages/items/030AN44E3411DDDB2,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/030AN44E3412BBDB1,https://features.internetofwater.dev/collections/nv/gages/items/030AN44E3412BBDB1,ewiggans@lincolninst.edu,nevada state gages
https://geoconnex.us/ndwr/gages/030AN44E3412CDAC1,https://features.internetofwater.dev/collections/nv/gages/items/030AN44E3412CDAC1,ewiggans@lincolninst.edu,nevada state gages
